school_id,school_name,region,grade,gender,year,enrollment,performance_score,ingestion_timestamp
36,School_36,South,2,F,2021,103,65.59,2026-02-26 09:07:03.566365
9,School_9,East,3,M,2023,136,91.77,2026-02-26 09:07:03.566365
8,School_8,East,1,M,2020,43,72.96,2026-02-26 09:07:03.566365
6,School_6,East,5,F,2021,160,60.89,2026-02-26 09:07:03.566365
1,School_1,East,1,M,2022,88,82.86,2026-02-26 09:07:03.566365
22,School_22,West,12,F,2023,99,69.87,2026-02-26 09:07:03.566365
38,School_38,West,11,F,2020,79,93.65,2026-02-26 09:07:03.566365
39,School_39,West,1,M,2023,57,65.73,2026-02-26 09:07:03.566365
38,School_38,East,11,M,2020,195,77.39,2026-02-26 09:07:03.566365
20,School_20,West,11,F,2020,173,70.13,2026-02-26 09:07:03.566365
22,School_22,South,7,F,2024,96,87.58,2026-02-26 09:07:03.566365
28,School_28,East,2,F,2022,104,81.94,2026-02-26 09:07:03.566365
13,School_13,North,8,F,2021,148,91.64,2026-02-26 09:07:03.566365
25,School_25,East,6,F,2024,23,78.34,2026-02-26 09:07:03.566365
4,School_4,South,4,F,2024,133,60.19,2026-02-26 09:07:03.566365
30,School_30,West,9,M,2023,99,68.61,2026-02-26 09:07:03.566365
24,School_24,East,10,M,2020,128,99.97,2026-02-26 09:07:03.566365
30,School_30,West,8,M,2020,160,76.21,2026-02-26 09:07:03.566365
49,School_49,East,10,F,2023,186,84.81,2026-02-26 09:07:03.566365
19,School_19,South,3,F,2022,50,96.2,2026-02-26 09:07:03.566365
43,School_43,East,3,M,2020,171,60.82,2026-02-26 09:07:03.566365
16,School_16,West,4,M,2024,147,86.38,2026-02-26 09:07:03.566365
44,School_44,West,9,M,2024,98,71.54,2026-02-26 09:07:03.566365
1,School_1,South,9,F,2020,24,71.17,2026-02-26 09:07:03.566365
24,School_24,East,5,F,2020,146,68.99,2026-02-26 09:07:03.566365
12,School_12,North,12,F,2022,196,92.91,2026-02-26 09:07:03.566365
38,School_38,East,9,M,2020,105,74.92,2026-02-26 09:07:03.566365
27,School_27,South,6,M,2022,105,62.68,2026-02-26 09:07:03.566365
41,School_41,North,8,M,2024,158,63.87,2026-02-26 09:07:03.566365
5,School_5,South,11,F,2022,43,65.94,2026-02-26 09:07:03.566365
2,School_2,East,8,M,2020,64,95.96,2026-02-26 09:07:03.566365
34,School_34,North,12,M,2021,130,77.1,2026-02-26 09:07:03.566365
17,School_17,South,10,F,2020,53,96.64,2026-02-26 09:07:03.566365
10,School_10,West,7,F,2021,158,92.7,2026-02-26 09:07:03.566365
19,School_19,North,4,M,2024,176,93.52,2026-02-26 09:07:03.566365
4,School_4,North,4,F,2023,169,71.47,2026-02-26 09:07:03.566365
18,School_18,South,6,M,2024,180,70.85,2026-02-26 09:07:03.566365
21,School_21,West,9,F,2024,141,82.4,2026-02-26 09:07:03.566365
18,School_18,North,7,F,2024,196,76.72,2026-02-26 09:07:03.566365
46,School_46,South,5,F,2022,128,80.36,2026-02-26 09:07:03.566365
15,School_15,North,5,F,2024,42,62.13,2026-02-26 09:07:03.566365
23,School_23,North,8,F,2023,48,98.86,2026-02-26 09:07:03.566365
40,School_40,North,6,F,2020,25,62.33,2026-02-26 09:07:03.566365
3,School_3,West,1,M,2021,71,67.15,2026-02-26 09:07:03.566365
14,School_14,East,1,M,2024,108,87.13,2026-02-26 09:07:03.566365
24,School_24,East,9,M,2021,108,66.22,2026-02-26 09:07:03.566365
43,School_43,West,8,F,2024,141,64.27,2026-02-26 09:07:03.566365
34,School_34,West,6,F,2022,161,66.14,2026-02-26 09:07:03.566365
13,School_13,South,1,M,2021,36,62.48,2026-02-26 09:07:03.566365
48,School_48,North,2,M,2024,47,70.05,2026-02-26 09:07:03.566365
18,School_18,West,10,M,2024,28,70.84,2026-02-26 09:07:03.566365
37,School_37,South,3,F,2023,134,79.94,2026-02-26 09:07:03.566365
35,School_35,East,10,M,2023,143,77.55,2026-02-26 09:07:03.566365
6,School_6,East,12,M,2023,23,78.95,2026-02-26 09:07:03.566365
29,School_29,East,3,M,2022,167,84.64,2026-02-26 09:07:03.566365
18,School_18,East,2,M,2021,188,69.24,2026-02-26 09:07:03.566365
48,School_48,South,12,F,2022,55,65.39,2026-02-26 09:07:03.566365
24,School_24,North,2,M,2020,153,95.16,2026-02-26 09:07:03.566365
15,School_15,South,6,M,2024,84,85.36,2026-02-26 09:07:03.566365
46,School_46,North,7,F,2024,197,62.43,2026-02-26 09:07:03.566365
39,School_39,East,4,F,2024,22,98.44,2026-02-26 09:07:03.566365
7,School_7,West,1,F,2023,56,87.72,2026-02-26 09:07:03.566365
17,School_17,West,6,F,2024,128,66.07,2026-02-26 09:07:03.566365
27,School_27,West,7,F,2023,22,98.77,2026-02-26 09:07:03.566365
15,School_15,North,4,M,2020,180,74.62,2026-02-26 09:07:03.566365
18,School_18,East,6,M,2022,162,99.38,2026-02-26 09:07:03.566365
41,School_41,South,9,M,2022,75,64.13,2026-02-26 09:07:03.566365
16,School_16,West,4,F,2022,80,66.4,2026-02-26 09:07:03.566365
44,School_44,North,12,M,2023,87,86.3,2026-02-26 09:07:03.566365
12,School_12,West,10,F,2021,98,60.89,2026-02-26 09:07:03.566365
6,School_6,South,4,F,2021,90,60.75,2026-02-26 09:07:03.566365
26,School_26,East,10,M,2020,130,91.68,2026-02-26 09:07:03.566365
9,School_9,South,12,F,2021,42,66.71,2026-02-26 09:07:03.566365
33,School_33,East,5,M,2020,33,96.75,2026-02-26 09:07:03.566365
35,School_35,East,3,F,2024,153,77.04,2026-02-26 09:07:03.566365
24,School_24,East,10,M,2022,52,94.95,2026-02-26 09:07:03.566365
5,School_5,West,2,F,2023,28,76.71,2026-02-26 09:07:03.566365
23,School_23,South,9,F,2020,159,81.21,2026-02-26 09:07:03.566365
17,School_17,West,1,F,2023,136,72.66,2026-02-26 09:07:03.566365
22,School_22,South,5,M,2023,114,86.32,2026-02-26 09:07:03.566365
5,School_5,North,5,F,2022,198,72.73,2026-02-26 09:07:03.566365
28,School_28,North,8,M,2024,22,68.93,2026-02-26 09:07:03.566365
24,School_24,South,6,F,2024,65,63.24,2026-02-26 09:07:03.566365
16,School_16,South,6,M,2021,55,62.31,2026-02-26 09:07:03.566365
45,School_45,South,6,F,2024,160,72.24,2026-02-26 09:07:03.566365
23,School_23,South,4,M,2022,32,89.46,2026-02-26 09:07:03.566365
10,School_10,East,1,F,2023,104,68.22,2026-02-26 09:07:03.566365
25,School_25,West,3,F,2020,181,71.97,2026-02-26 09:07:03.566365
33,School_33,East,10,F,2020,62,96.21,2026-02-26 09:07:03.566365
27,School_27,West,12,M,2024,147,85.57,2026-02-26 09:07:03.566365
2,School_2,West,11,F,2021,175,96.79,2026-02-26 09:07:03.566365
10,School_10,West,6,F,2020,66,96.45,2026-02-26 09:07:03.566365
37,School_37,East,5,F,2021,182,62.54,2026-02-26 09:07:03.566365
13,School_13,South,10,M,2020,38,98.2,2026-02-26 09:07:03.566365
25,School_25,East,1,F,2021,102,62.05,2026-02-26 09:07:03.566365
47,School_47,East,5,M,2021,116,97.02,2026-02-26 09:07:03.566365
20,School_20,West,2,M,2023,198,81.87,2026-02-26 09:07:03.566365
38,School_38,North,1,F,2022,118,81.33,2026-02-26 09:07:03.566365
29,School_29,North,4,F,2020,167,88.53,2026-02-26 09:07:03.566365
7,School_7,East,6,M,2024,48,95.17,2026-02-26 09:07:03.566365
19,School_19,West,7,M,2022,147,84.68,2026-02-26 09:07:03.566365
47,School_47,East,9,F,2023,91,77.02,2026-02-26 09:07:03.566365
31,School_31,East,5,M,2023,84,64.48,2026-02-26 09:07:03.566365
21,School_21,South,8,M,2023,57,91.57,2026-02-26 09:07:03.566365
6,School_6,West,8,F,2024,196,65.13,2026-02-26 09:07:03.566365
8,School_8,North,11,F,2020,143,89.05,2026-02-26 09:07:03.566365
44,School_44,North,9,M,2020,113,81.12,2026-02-26 09:07:03.566365
0,School_0,North,3,M,2021,175,75.43,2026-02-26 09:07:03.566365
28,School_28,East,3,F,2021,52,84.52,2026-02-26 09:07:03.566365
7,School_7,West,9,M,2021,32,90.89,2026-02-26 09:07:03.566365
3,School_3,South,7,M,2024,191,97.65,2026-02-26 09:07:03.566365
34,School_34,North,4,F,2022,120,70.59,2026-02-26 09:07:03.566365
2,School_2,West,1,M,2020,199,97.89,2026-02-26 09:07:03.566365
44,School_44,North,7,M,2021,146,98.44,2026-02-26 09:07:03.566365
39,School_39,South,10,M,2024,96,92.55,2026-02-26 09:07:03.566365
6,School_6,West,6,M,2024,140,95.26,2026-02-26 09:07:03.566365
26,School_26,East,3,F,2021,188,87.7,2026-02-26 09:07:03.566365
0,School_0,East,5,M,2023,68,61.56,2026-02-26 09:07:03.566365
26,School_26,North,3,M,2023,129,83.0,2026-02-26 09:07:03.566365
15,School_15,North,8,F,2023,154,89.89,2026-02-26 09:07:03.566365
37,School_37,West,5,M,2021,55,97.67,2026-02-26 09:07:03.566365
6,School_6,South,10,M,2024,112,82.82,2026-02-26 09:07:03.566365
43,School_43,North,10,F,2024,173,91.77,2026-02-26 09:07:03.566365
22,School_22,West,6,M,2020,174,88.2,2026-02-26 09:07:03.566365
40,School_40,South,2,M,2023,43,71.23,2026-02-26 09:07:03.566365
10,School_10,North,8,M,2021,100,66.19,2026-02-26 09:07:03.566365
41,School_41,North,9,M,2020,180,90.04,2026-02-26 09:07:03.566365
32,School_32,West,3,M,2024,117,69.35,2026-02-26 09:07:03.566365
49,School_49,North,6,M,2020,165,69.79,2026-02-26 09:07:03.566365
35,School_35,East,6,M,2023,124,85.76,2026-02-26 09:07:03.566365
36,School_36,South,2,F,2022,24,91.56,2026-02-26 09:07:03.566365
40,School_40,South,10,F,2023,148,83.29,2026-02-26 09:07:03.566365
16,School_16,East,8,F,2023,90,95.4,2026-02-26 09:07:03.566365
34,School_34,West,5,M,2021,141,68.46,2026-02-26 09:07:03.566365
47,School_47,East,11,F,2022,22,70.1,2026-02-26 09:07:03.566365
4,School_4,East,11,F,2022,55,85.48,2026-02-26 09:07:03.566365
47,School_47,South,8,F,2022,182,93.17,2026-02-26 09:07:03.566365
31,School_31,West,8,F,2024,198,81.57,2026-02-26 09:07:03.566365
2,School_2,North,12,M,2020,140,60.42,2026-02-26 09:07:03.566365
46,School_46,East,3,M,2024,159,87.08,2026-02-26 09:07:03.566365
34,School_34,East,5,M,2022,34,92.54,2026-02-26 09:07:03.566365
13,School_13,West,7,F,2021,151,71.06,2026-02-26 09:07:03.566365
47,School_47,East,5,M,2023,35,62.17,2026-02-26 09:07:03.566365
30,School_30,West,6,F,2023,153,80.72,2026-02-26 09:07:03.566365
30,School_30,North,2,M,2024,82,61.69,2026-02-26 09:07:03.566365
16,School_16,West,8,M,2024,42,76.64,2026-02-26 09:07:03.566365
23,School_23,North,5,F,2021,96,60.71,2026-02-26 09:07:03.566365
22,School_22,West,6,F,2023,191,69.0,2026-02-26 09:07:03.566365
17,School_17,East,1,M,2024,20,75.55,2026-02-26 09:07:03.566365
49,School_49,North,10,M,2020,95,64.47,2026-02-26 09:07:03.566365
13,School_13,East,2,M,2024,46,64.57,2026-02-26 09:07:03.566365
49,School_49,North,11,F,2024,44,93.08,2026-02-26 09:07:03.566365
14,School_14,West,4,F,2022,105,61.66,2026-02-26 09:07:03.566365
14,School_14,West,11,F,2020,81,87.56,2026-02-26 09:07:03.566365
5,School_5,West,9,F,2020,165,92.58,2026-02-26 09:07:03.566365
26,School_26,South,6,M,2021,112,65.23,2026-02-26 09:07:03.566365
14,School_14,South,8,F,2022,49,67.81,2026-02-26 09:07:03.566365
49,School_49,North,2,F,2020,177,85.66,2026-02-26 09:07:03.566365
35,School_35,South,10,F,2022,103,72.63,2026-02-26 09:07:03.566365
7,School_7,West,5,M,2022,194,79.06,2026-02-26 09:07:03.566365
14,School_14,South,12,M,2023,169,93.44,2026-02-26 09:07:03.566365
2,School_2,South,12,F,2020,144,65.52,2026-02-26 09:07:03.566365
46,School_46,East,1,F,2023,189,84.79,2026-02-26 09:07:03.566365
12,School_12,North,4,M,2024,53,97.7,2026-02-26 09:07:03.566365
40,School_40,North,10,M,2024,23,62.3,2026-02-26 09:07:03.566365
33,School_33,North,1,F,2023,50,62.4,2026-02-26 09:07:03.566365
23,School_23,South,11,M,2024,70,82.19,2026-02-26 09:07:03.566365
39,School_39,West,11,F,2023,69,98.4,2026-02-26 09:07:03.566365
31,School_31,East,9,M,2021,33,68.82,2026-02-26 09:07:03.566365
31,School_31,North,2,F,2022,27,73.23,2026-02-26 09:07:03.566365
29,School_29,South,7,F,2021,120,63.95,2026-02-26 09:07:03.566365
48,School_48,West,3,F,2020,88,74.49,2026-02-26 09:07:03.566365
12,School_12,East,2,F,2021,155,61.77,2026-02-26 09:07:03.566365
0,School_0,East,4,M,2021,158,75.56,2026-02-26 09:07:03.566365
33,School_33,North,7,M,2024,48,82.22,2026-02-26 09:07:03.566365
14,School_14,North,7,F,2023,186,99.0,2026-02-26 09:07:03.566365
43,School_43,West,9,M,2020,160,92.74,2026-02-26 09:07:03.566365
13,School_13,South,12,F,2024,83,92.88,2026-02-26 09:07:03.566365
28,School_28,West,3,M,2020,68,69.13,2026-02-26 09:07:03.566365
33,School_33,North,7,F,2022,38,63.49,2026-02-26 09:07:03.566365
17,School_17,West,6,M,2023,146,84.12,2026-02-26 09:07:03.566365
6,School_6,South,10,M,2024,102,80.85,2026-02-26 09:07:03.566365
28,School_28,East,7,M,2021,115,80.66,2026-02-26 09:07:03.566365
30,School_30,East,7,M,2022,134,64.36,2026-02-26 09:07:03.566365
24,School_24,East,10,F,2021,122,79.76,2026-02-26 09:07:03.566365
37,School_37,East,5,F,2020,199,66.01,2026-02-26 09:07:03.566365
13,School_13,North,9,M,2022,136,76.88,2026-02-26 09:07:03.566365
7,School_7,North,7,M,2024,97,62.49,2026-02-26 09:07:03.566365
26,School_26,South,7,M,2021,90,94.28,2026-02-26 09:07:03.566365
1,School_1,South,12,M,2021,39,60.53,2026-02-26 09:07:03.566365
16,School_16,South,3,F,2020,115,97.57,2026-02-26 09:07:03.566365
36,School_36,South,1,M,2020,129,94.52,2026-02-26 09:07:03.566365
13,School_13,West,5,M,2023,114,90.1,2026-02-26 09:07:03.566365
24,School_24,South,8,M,2023,105,99.3,2026-02-26 09:07:03.566365
29,School_29,East,5,M,2020,152,62.15,2026-02-26 09:07:03.566365
28,School_28,East,10,M,2023,114,85.66,2026-02-26 09:07:03.566365
19,School_19,East,3,M,2021,98,93.97,2026-02-26 09:07:03.566365
20,School_20,West,9,M,2020,164,65.06,2026-02-26 09:07:03.566365
21,School_21,South,2,M,2022,56,83.39,2026-02-26 09:07:03.566365
34,School_34,East,3,F,2020,38,75.76,2026-02-26 09:07:03.566365
36,School_36,East,12,M,2024,157,77.43,2026-02-26 09:07:03.566365
15,School_15,East,4,M,2024,63,96.5,2026-02-26 09:07:03.566365
49,School_49,East,10,M,2020,196,81.55,2026-02-26 09:07:03.566365
48,School_48,North,1,M,2022,108,63.73,2026-02-26 09:07:03.566365
42,School_42,South,11,F,2020,56,97.49,2026-02-26 09:07:03.566365
16,School_16,South,4,M,2022,77,67.41,2026-02-26 09:07:03.566365
15,School_15,West,4,F,2021,147,95.71,2026-02-26 09:07:03.566365
1,School_1,North,9,F,2021,162,98.84,2026-02-26 09:07:03.566365
3,School_3,West,8,F,2022,167,95.11,2026-02-26 09:07:03.566365
20,School_20,East,2,F,2023,160,87.09,2026-02-26 09:07:03.566365
38,School_38,West,7,M,2021,167,89.74,2026-02-26 09:07:03.566365
33,School_33,East,6,F,2024,62,87.99,2026-02-26 09:07:03.566365
29,School_29,East,7,F,2020,188,78.42,2026-02-26 09:07:03.566365
5,School_5,South,11,M,2023,67,70.98,2026-02-26 09:07:03.566365
16,School_16,South,4,F,2024,75,71.4,2026-02-26 09:07:03.566365
38,School_38,South,5,F,2020,130,89.25,2026-02-26 09:07:03.566365
24,School_24,South,6,F,2024,191,85.04,2026-02-26 09:07:03.566365
4,School_4,South,9,F,2023,194,83.4,2026-02-26 09:07:03.566365
4,School_4,North,2,M,2022,197,86.1,2026-02-26 09:07:03.566365
19,School_19,South,11,F,2020,51,90.99,2026-02-26 09:07:03.566365
15,School_15,West,9,M,2024,73,89.93,2026-02-26 09:07:03.566365
40,School_40,East,10,M,2024,186,64.22,2026-02-26 09:07:03.566365
36,School_36,South,1,M,2023,80,74.52,2026-02-26 09:07:03.566365
39,School_39,North,4,F,2023,129,70.56,2026-02-26 09:07:03.566365
8,School_8,West,12,F,2023,130,81.53,2026-02-26 09:07:03.566365
4,School_4,West,5,M,2022,119,62.46,2026-02-26 09:07:03.566365
41,School_41,East,9,M,2021,166,90.5,2026-02-26 09:07:03.566365
1,School_1,West,6,M,2024,88,64.26,2026-02-26 09:07:03.566365
8,School_8,West,4,M,2022,169,70.86,2026-02-26 09:07:03.566365
42,School_42,West,2,M,2024,182,91.31,2026-02-26 09:07:03.566365
35,School_35,West,5,M,2022,157,62.06,2026-02-26 09:07:03.566365
21,School_21,North,8,F,2020,162,86.41,2026-02-26 09:07:03.566365
21,School_21,East,8,F,2021,21,96.98,2026-02-26 09:07:03.566365
21,School_21,South,6,F,2024,169,84.71,2026-02-26 09:07:03.566365
33,School_33,West,11,M,2023,131,88.51,2026-02-26 09:07:03.566365
28,School_28,North,1,F,2021,118,91.69,2026-02-26 09:07:03.566365
37,School_37,East,8,M,2024,122,68.89,2026-02-26 09:07:03.566365
45,School_45,South,4,M,2020,31,83.24,2026-02-26 09:07:03.566365
32,School_32,East,2,F,2024,144,72.36,2026-02-26 09:07:03.566365
17,School_17,North,1,M,2024,64,69.98,2026-02-26 09:07:03.566365
6,School_6,North,7,F,2024,167,67.7,2026-02-26 09:07:03.566365
0,School_0,North,2,F,2021,198,83.42,2026-02-26 09:07:03.566365
32,School_32,West,4,F,2024,26,91.78,2026-02-26 09:07:03.566365
0,School_0,North,4,M,2023,171,95.04,2026-02-26 09:07:03.566365
23,School_23,South,10,M,2022,86,77.14,2026-02-26 09:07:03.566365
3,School_3,West,1,M,2023,89,74.92,2026-02-26 09:07:03.566365
3,School_3,East,2,F,2020,116,87.49,2026-02-26 09:07:03.566365
17,School_17,South,1,M,2021,72,91.21,2026-02-26 09:07:03.566365
26,School_26,West,6,F,2022,181,70.13,2026-02-26 09:07:03.566365
42,School_42,North,3,M,2021,180,71.89,2026-02-26 09:07:03.566365
31,School_31,East,1,F,2021,112,81.34,2026-02-26 09:07:03.566365
32,School_32,North,12,F,2024,170,77.78,2026-02-26 09:07:03.566365
27,School_27,South,8,M,2023,77,88.23,2026-02-26 09:07:03.566365
41,School_41,South,12,M,2022,88,80.18,2026-02-26 09:07:03.566365
40,School_40,West,4,F,2024,187,64.46,2026-02-26 09:07:03.566365
35,School_35,South,10,F,2022,66,66.64,2026-02-26 09:07:03.566365
5,School_5,East,7,M,2023,62,96.08,2026-02-26 09:07:03.566365
15,School_15,West,10,F,2024,189,69.1,2026-02-26 09:07:03.566365
33,School_33,East,2,M,2022,81,62.0,2026-02-26 09:07:03.566365
22,School_22,North,6,M,2024,74,89.26,2026-02-26 09:07:03.566365
49,School_49,East,6,F,2021,126,87.36,2026-02-26 09:07:03.566365
41,School_41,East,7,M,2020,68,84.0,2026-02-26 09:07:03.566365
23,School_23,South,12,F,2022,125,80.09,2026-02-26 09:07:03.566365
48,School_48,North,1,M,2023,196,98.78,2026-02-26 09:07:03.566365
12,School_12,South,12,F,2022,97,64.79,2026-02-26 09:07:03.566365
17,School_17,North,1,M,2020,138,80.41,2026-02-26 09:07:03.566365
12,School_12,North,2,M,2022,180,82.56,2026-02-26 09:07:03.566365
48,School_48,East,11,F,2022,47,60.9,2026-02-26 09:07:03.566365
36,School_36,South,2,M,2022,76,76.48,2026-02-26 09:07:03.566365
42,School_42,East,5,F,2023,188,91.31,2026-02-26 09:07:03.566365
38,School_38,East,1,F,2020,139,78.84,2026-02-26 09:07:03.566365
41,School_41,East,11,F,2020,139,95.01,2026-02-26 09:07:03.566365
16,School_16,North,2,F,2023,23,85.79,2026-02-26 09:07:03.566365
14,School_14,South,6,F,2022,39,90.64,2026-02-26 09:07:03.566365
17,School_17,South,3,M,2022,136,92.18,2026-02-26 09:07:03.566365
22,School_22,East,4,M,2020,108,87.58,2026-02-26 09:07:03.566365
29,School_29,North,1,M,2022,182,89.98,2026-02-26 09:07:03.566365
33,School_33,South,5,M,2021,72,87.81,2026-02-26 09:07:03.566365
3,School_3,West,4,M,2022,58,82.02,2026-02-26 09:07:03.566365
2,School_2,South,8,M,2022,72,82.66,2026-02-26 09:07:03.566365
6,School_6,East,3,M,2024,140,67.6,2026-02-26 09:07:03.566365
17,School_17,West,10,F,2020,105,93.1,2026-02-26 09:07:03.566365
41,School_41,North,1,F,2020,118,72.49,2026-02-26 09:07:03.566365
6,School_6,West,10,F,2021,137,81.43,2026-02-26 09:07:03.566365
39,School_39,West,5,M,2021,111,69.98,2026-02-26 09:07:03.566365
5,School_5,East,1,F,2021,157,87.83,2026-02-26 09:07:03.566365
21,School_21,South,11,M,2020,132,99.01,2026-02-26 09:07:03.566365
0,School_0,North,5,M,2024,102,92.08,2026-02-26 09:07:03.566365
3,School_3,West,9,M,2024,84,84.76,2026-02-26 09:07:03.566365
45,School_45,East,5,F,2023,20,82.7,2026-02-26 09:07:03.566365
48,School_48,South,2,F,2020,193,79.59,2026-02-26 09:07:03.566365
49,School_49,West,2,F,2023,173,68.2,2026-02-26 09:07:03.566365
42,School_42,East,10,M,2022,149,73.92,2026-02-26 09:07:03.566365
28,School_28,East,9,M,2021,47,76.26,2026-02-26 09:07:03.566365
20,School_20,East,12,M,2023,103,97.78,2026-02-26 09:07:03.566365
25,School_25,North,5,M,2023,174,77.02,2026-02-26 09:07:03.566365
13,School_13,South,11,F,2020,47,83.45,2026-02-26 09:07:03.566365
8,School_8,West,8,F,2021,143,96.9,2026-02-26 09:07:03.566365
46,School_46,South,10,F,2021,50,80.74,2026-02-26 09:07:03.566365
11,School_11,South,4,F,2024,194,70.06,2026-02-26 09:07:03.566365
41,School_41,West,2,M,2023,154,75.24,2026-02-26 09:07:03.566365
5,School_5,South,4,M,2024,91,75.02,2026-02-26 09:07:03.566365
19,School_19,North,12,F,2023,67,88.59,2026-02-26 09:07:03.566365
23,School_23,West,11,M,2020,45,71.84,2026-02-26 09:07:03.566365
26,School_26,West,4,M,2020,108,89.21,2026-02-26 09:07:03.566365
37,School_37,East,11,F,2022,154,95.57,2026-02-26 09:07:03.566365
7,School_7,South,9,F,2023,124,73.44,2026-02-26 09:07:03.566365
0,School_0,West,10,M,2023,76,65.41,2026-02-26 09:07:03.566365
48,School_48,West,11,F,2021,134,85.54,2026-02-26 09:07:03.566365
48,School_48,North,6,F,2021,139,74.43,2026-02-26 09:07:03.566365
23,School_23,East,10,F,2024,20,81.36,2026-02-26 09:07:03.566365
46,School_46,West,6,F,2022,101,85.37,2026-02-26 09:07:03.566365
6,School_6,North,5,F,2020,48,76.31,2026-02-26 09:07:03.566365
18,School_18,West,6,F,2023,169,96.99,2026-02-26 09:07:03.566365
21,School_21,West,1,F,2024,187,75.98,2026-02-26 09:07:03.566365
34,School_34,West,5,F,2022,33,72.29,2026-02-26 09:07:03.566365
29,School_29,North,12,F,2021,149,95.43,2026-02-26 09:07:03.566365
28,School_28,South,6,M,2022,182,65.45,2026-02-26 09:07:03.566365
21,School_21,West,8,F,2024,90,64.97,2026-02-26 09:07:03.566365
10,School_10,West,4,F,2020,144,97.43,2026-02-26 09:07:03.566365
19,School_19,South,5,F,2021,98,68.36,2026-02-26 09:07:03.566365
28,School_28,West,4,M,2021,126,65.94,2026-02-26 09:07:03.566365
40,School_40,East,7,F,2020,117,81.41,2026-02-26 09:07:03.566365
41,School_41,West,10,F,2021,169,61.87,2026-02-26 09:07:03.566365
33,School_33,East,6,M,2024,37,84.8,2026-02-26 09:07:03.566365
0,School_0,South,4,M,2021,65,78.12,2026-02-26 09:07:03.566365
30,School_30,North,6,F,2023,101,85.62,2026-02-26 09:07:03.566365
29,School_29,South,4,M,2022,142,71.36,2026-02-26 09:07:03.566365
47,School_47,West,12,M,2024,117,96.22,2026-02-26 09:07:03.566365
17,School_17,East,8,M,2020,183,70.82,2026-02-26 09:07:03.566365
16,School_16,North,11,M,2024,65,85.5,2026-02-26 09:07:03.566365
37,School_37,West,3,M,2023,122,97.8,2026-02-26 09:07:03.566365
13,School_13,North,8,F,2021,56,76.03,2026-02-26 09:07:03.566365
22,School_22,North,2,M,2021,37,66.46,2026-02-26 09:07:03.566365
24,School_24,West,6,F,2024,190,62.74,2026-02-26 09:07:03.566365
14,School_14,South,8,F,2021,123,98.52,2026-02-26 09:07:03.566365
45,School_45,West,1,F,2021,176,90.55,2026-02-26 09:07:03.566365
21,School_21,West,6,M,2023,165,96.76,2026-02-26 09:07:03.566365
2,School_2,South,9,F,2020,162,87.95,2026-02-26 09:07:03.566365
18,School_18,East,10,M,2022,141,73.7,2026-02-26 09:07:03.566365
43,School_43,West,10,F,2024,113,64.92,2026-02-26 09:07:03.566365
33,School_33,North,2,F,2020,119,97.17,2026-02-26 09:07:03.566365
34,School_34,West,11,F,2022,47,79.58,2026-02-26 09:07:03.566365
49,School_49,West,1,M,2020,34,75.86,2026-02-26 09:07:03.566365
0,School_0,North,2,F,2024,147,83.11,2026-02-26 09:07:03.566365
20,School_20,South,5,M,2023,62,64.26,2026-02-26 09:07:03.566365
28,School_28,East,6,M,2023,52,72.37,2026-02-26 09:07:03.566365
5,School_5,East,1,M,2023,149,85.52,2026-02-26 09:07:03.566365
36,School_36,North,7,F,2020,27,64.0,2026-02-26 09:07:03.566365
0,School_0,South,11,F,2024,131,65.41,2026-02-26 09:07:03.566365
0,School_0,West,4,F,2021,52,80.42,2026-02-26 09:07:03.566365
26,School_26,West,9,F,2021,182,84.94,2026-02-26 09:07:03.566365
20,School_20,West,6,M,2023,165,67.48,2026-02-26 09:07:03.566365
15,School_15,West,9,F,2020,109,61.32,2026-02-26 09:07:03.566365
43,School_43,West,1,M,2021,168,98.33,2026-02-26 09:07:03.566365
39,School_39,North,4,M,2020,175,61.1,2026-02-26 09:07:03.566365
25,School_25,West,2,F,2024,135,60.08,2026-02-26 09:07:03.566365
15,School_15,West,6,F,2023,192,72.93,2026-02-26 09:07:03.566365
27,School_27,South,4,M,2022,39,68.9,2026-02-26 09:07:03.566365
0,School_0,West,9,M,2023,142,82.94,2026-02-26 09:07:03.566365
35,School_35,East,3,F,2022,151,95.77,2026-02-26 09:07:03.566365
9,School_9,North,1,F,2021,55,79.24,2026-02-26 09:07:03.566365
42,School_42,North,11,F,2022,117,90.93,2026-02-26 09:07:03.566365
16,School_16,North,11,M,2020,96,96.37,2026-02-26 09:07:03.566365
22,School_22,East,1,M,2022,199,67.58,2026-02-26 09:07:03.566365
6,School_6,West,12,F,2021,145,79.53,2026-02-26 09:07:03.566365
43,School_43,North,9,M,2021,58,85.68,2026-02-26 09:07:03.566365
6,School_6,East,9,M,2023,90,73.28,2026-02-26 09:07:03.566365
43,School_43,South,5,M,2021,125,89.59,2026-02-26 09:07:03.566365
14,School_14,West,2,M,2020,159,88.21,2026-02-26 09:07:03.566365
33,School_33,East,9,F,2022,74,76.84,2026-02-26 09:07:03.566365
45,School_45,West,12,M,2024,137,63.52,2026-02-26 09:07:03.566365
44,School_44,South,8,F,2021,113,60.46,2026-02-26 09:07:03.566365
3,School_3,East,11,F,2022,195,74.77,2026-02-26 09:07:03.566365
13,School_13,West,10,M,2023,117,63.28,2026-02-26 09:07:03.566365
13,School_13,East,10,F,2024,28,91.26,2026-02-26 09:07:03.566365
15,School_15,North,6,F,2023,159,73.37,2026-02-26 09:07:03.566365
